Feature,Percentage_Multiplier
building_area_total,0.1349
lot_width,0.0
bedrooms_above_grade,-0.0149
bathrooms_total_integer,0.0365
parking_total,0.0263
basement_score,0.0
interior_score,0.016
exterior_score,0.0059
