Feature,Percentage_Multiplier
building_area_total,0.0602
lot_width,0.0324
bedrooms_above_grade,-0.0212
bathrooms_total_integer,0.0103
parking_total,0.0158
basement_score,0.0296
interior_score,0.021
exterior_score,0.0024
