Feature,Percentage_Multiplier
building_area_total,0.027
lot_width,0.0359
bedrooms_above_grade,0.0279
bathrooms_total_integer,0.1014
parking_total,0.0566
basement_score,-0.0209
interior_score,-0.0044
exterior_score,0.0308
