Feature,Percentage_Multiplier
building_area_total,0.028
lot_width,0.0
bedrooms_above_grade,0.0855
bathrooms_total_integer,-0.0154
parking_total,-0.0082
basement_score,-0.005
interior_score,0.0064
exterior_score,-0.0168
