Feature,Percentage_Multiplier
building_area_total,0.0138
lot_width,0.0
bedrooms_above_grade,0.0204
bathrooms_total_integer,0.0213
parking_total,0.0779
basement_score,-0.0128
interior_score,0.0212
exterior_score,-0.0027
