Feature,Percentage_Multiplier
building_area_total,0.0428
lot_width,0.0216
bedrooms_above_grade,0.0102
bathrooms_total_integer,0.0449
parking_total,0.0203
basement_score,0.0117
interior_score,0.0196
exterior_score,0.0209
