Feature,Percentage_Multiplier
building_area_total,0.1622
lot_width,0.0
bedrooms_above_grade,0.0115
bathrooms_total_integer,0.0649
parking_total,0.0176
basement_score,0.0
interior_score,0.0712
exterior_score,-0.022
