Feature,Percentage_Multiplier
building_area_total,0.0191
lot_width,0.0684
bedrooms_above_grade,0.0162
bathrooms_total_integer,0.1278
parking_total,0.0268
basement_score,0.0171
interior_score,0.0147
exterior_score,0.0153
