Feature,Percentage_Multiplier
building_area_total,-0.0147
lot_width,-0.0243
bedrooms_above_grade,0.0149
bathrooms_total_integer,0.0166
parking_total,-0.0035
basement_score,0.0211
interior_score,0.0082
exterior_score,0.029
