Feature,Percentage_Multiplier
building_area_total,0.0349
lot_width,0.0466
bedrooms_above_grade,0.021
bathrooms_total_integer,0.0572
parking_total,-0.0262
basement_score,0.01
interior_score,0.0585
exterior_score,0.0199
