Feature,Percentage_Multiplier
building_area_total,0.0089
lot_width,0.03
bedrooms_above_grade,0.0042
bathrooms_total_integer,0.0603
parking_total,0.0212
basement_score,-0.0053
interior_score,0.0513
exterior_score,0.025
