Feature,Percentage_Multiplier
building_area_total,-0.0101
lot_width,0.0451
bedrooms_above_grade,0.0219
bathrooms_total_integer,0.0116
parking_total,0.0094
basement_score,0.0014
interior_score,0.0128
exterior_score,0.0053
