Feature,Percentage_Multiplier
building_area_total,0.0372
lot_width,0.0282
bedrooms_above_grade,0.0166
bathrooms_total_integer,0.0397
parking_total,0.0114
basement_score,0.0129
interior_score,0.049
exterior_score,0.0254
