Feature,Percentage_Multiplier
building_area_total,0.0502
lot_width,0.057
bedrooms_above_grade,0.017
bathrooms_total_integer,0.2859
parking_total,0.0469
basement_score,-0.0121
interior_score,-0.0266
exterior_score,0.0715
