Feature,Percentage_Multiplier
building_area_total,0.0292
lot_width,0.073
bedrooms_above_grade,0.0088
bathrooms_total_integer,0.0412
parking_total,0.0425
basement_score,-0.0067
interior_score,0.0292
exterior_score,0.0094
