Feature,Percentage_Multiplier
building_area_total,0.0904
lot_width,-0.0674
bedrooms_above_grade,0.009
bathrooms_total_integer,0.0326
parking_total,0.0254
basement_score,0.0073
interior_score,0.0264
exterior_score,0.0094
